Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League,Position
Sam Griesel,TBB,19,18.4,6.5,2.2,4.9,0.436,0.7,2.1,0.325,1.5,2,0.737,0.8,1.9,2.8,1,0.5,0.1,1.1,1.8,German BBL,PF
Marcel Kessen,MLP,18,13.7,6.2,2.3,4.8,0.488,0.6,1.8,0.303,1,1.2,0.818,0.8,2.2,3,0.4,0.1,0,1.1,2.3,German BBL,PF
Richmond Aririguzoh,RAS,16,15.7,6.2,2.4,3.4,0.709,0,0,0,1.3,1.7,0.778,1.5,1.5,3,0.5,0.3,0.7,1.1,3.1,German BBL,PF
Seth Hinrichs,HAM,18,22.6,6.2,2.2,4.5,0.494,0.7,1.7,0.433,1,1.2,0.818,1.4,2.9,4.3,2.1,0.4,0,1.3,2,German BBL,PF
Kriss Helmanis,TUB,12,21.8,5.8,2.3,3.8,0.609,0.1,0.4,0.2,1,1.6,0.632,1,3.6,4.6,1.3,0.9,1,1.3,2.6,German BBL,PF
Paul Zipser,MLP,13,18.9,5.5,1.5,4.9,0.297,0.9,3.5,0.261,1.6,2.5,0.656,1.2,2.5,3.8,1,0.5,0.2,0.9,2.1,German BBL,PF
Fabian Bleck,CRA,19,21.5,5.1,2.2,3.9,0.568,0.2,0.8,0.25,0.4,1.2,0.364,1.6,2.4,4,1.5,0.6,0.2,1.2,2.7,German BBL,PF
Prince Oduro,CRA,15,16.2,4.7,2.1,4.9,0.432,0,0,0,0.4,1.3,0.3,1.7,2.3,4,0.5,0.5,0.4,1.1,2.5,German BBL,PF
Till Gloger,ROST,13,13.1,4.6,1.8,3.5,0.533,0,0,0,0.9,1.5,0.632,1,1.6,2.6,0.4,0.4,0.1,0.5,1.2,German BBL,PF
Mathis Moenninghoff,GOE,17,22.4,3.8,1.1,2.3,0.462,0.9,2,0.441,0.8,0.9,0.867,0.2,1.5,1.8,0.5,0.5,0.1,0.5,1.6,German BBL,PF
Nat Diallo,RAS,16,7.5,2.4,0.6,1.3,0.5,0,0,0,1.1,1.6,0.72,0.9,0.9,1.8,0.2,0.2,0.3,0.6,1.3,German BBL,PF
Yasin Kolo,ROST,10,5.8,2.2,0.9,1.2,0.75,0,0,0,0.4,0.5,0.8,0.3,1.5,1.8,0.1,0,0,0.3,1,German BBL,PF
"Derrick Alston, Jr.",ROST,16,28.4,18,5.8,13.9,0.419,2.3,5.8,0.387,4.1,4.8,0.868,0.9,2.8,3.7,2.9,1.1,0.2,2.2,2.2,German BBL,C
Kevin Yebo,BVC,17,22,17.6,5.5,8,0.691,0.5,1.1,0.474,6,8.8,0.685,2.7,3.6,6.4,1.2,0.4,0.1,2,2.5,German BBL,C
Trevion Williams,RUL,19,25.3,14.5,6,10.6,0.564,0.4,1.7,0.212,2.2,3.2,0.683,2.6,5.8,8.4,3.6,1.4,0.6,2.2,2.9,German BBL,C
Karlis Silins,GOE,15,28.1,14,4.6,9.1,0.507,1.3,3.1,0.404,3.5,4.9,0.716,1.7,3.9,5.6,1.5,0.7,0.5,1.5,3.5,German BBL,C
Martin Breunig,BC,18,24.7,12.1,4.9,7.7,0.64,0.2,0.4,0.429,2.1,2.7,0.755,2.4,2.7,5.1,1.2,0.8,0.1,1.4,2.7,German BBL,C
Aleksander Dziewa,HAM,17,22,12.1,4.5,7.1,0.636,0.4,1.2,0.333,2.6,3.8,0.688,0.7,2.8,3.5,1.4,0.2,0.8,1.9,2.4,German BBL,C
Isaiah Whaley,MLP,19,26.1,12,4.6,9.2,0.5,1.1,3.1,0.356,1.7,2.5,0.702,2.9,4.3,7.3,1.4,1.4,1.4,1.4,2.9,German BBL,C
Yanni Wetzell,BER,12,19.4,11.7,4.9,6.8,0.728,0.2,0.5,0.333,1.7,2.3,0.714,0.9,2.3,3.3,1.8,0.4,0.3,1.7,1.8,German BBL,C
Jilson Bango,BLB,20,23,11.2,4.4,6.7,0.657,0,0,0,2.4,3.7,0.658,2.9,4.5,7.4,0.8,0.4,1.6,2,2.1,German BBL,C
Filip Stanic,BRO,19,20.3,9.9,4.4,7.4,0.593,0,0,0,1.2,2.7,0.423,2.2,3.6,5.8,1.4,0.5,0.3,1.9,2.3,German BBL,C
Serge Ibaka,BAY,11,19.4,9.6,3.9,7.1,0.551,0.3,1.1,0.25,1.5,2.1,0.739,2.3,3.4,5.6,1.1,0.1,1.1,1.7,1.7,German BBL,C
Galin Smith,CRA,17,21,9.3,3.8,5.5,0.688,0,0,0,1.8,2.3,0.769,1.9,1.7,3.6,0.6,0.2,0.8,1.4,3,German BBL,C
E.J. Onu,BRO,19,17.6,8.6,3.3,5.4,0.602,0.3,1.1,0.238,1.8,2.4,0.778,1.2,2.5,3.7,0.3,0.3,1.3,1.1,1.7,German BBL,C
Eddy Edigin,LUD,19,18.7,8.2,3.1,5.5,0.567,0.2,0.7,0.308,1.8,2.7,0.667,2.4,3.6,6,0.6,0.7,0.4,1,3.2,German BBL,C
Ebuka Izundu,EWE,19,20.9,8.2,3.7,5,0.737,0.1,0.2,0.25,0.8,1.4,0.556,2.7,3.4,6.1,0.2,0.2,0.4,1.1,3,German BBL,C
John Bryant,BC,19,14.5,7.8,2.9,5.4,0.549,0.2,1.2,0.174,1.7,1.9,0.892,1.1,2.6,3.7,0.9,0.4,0.4,1.2,2.1,German BBL,C
Johann Gruenloh,RAS,19,19.5,7.2,2.9,4.7,0.629,0,0.2,0,1.3,1.8,0.735,3,2.8,5.8,0.6,0.4,1.2,1.2,2.4,German BBL,C
Jonathan Baehre,LUD,14,21,7.1,3,5.4,0.553,0.6,2,0.321,0.5,0.7,0.7,1.8,3.3,5.1,1.4,0.7,1.1,0.3,1,German BBL,C
Tim Schneider,BER,15,16,7.1,2.6,4.7,0.557,0.9,2.1,0.438,1,1.7,0.6,1.3,1.7,3.1,0.5,0.7,0.3,0.5,1.9,German BBL,C
Owen Klassen,OLI,15,20.1,6.9,2.3,4,0.583,0.1,0.1,0.5,2.1,3.6,0.593,2.3,3.1,5.5,0.7,0.9,0.8,1.1,3.3,German BBL,C
Christ Koumadje,BER,13,14,6.7,2.9,3.5,0.844,0,0,0,0.8,2.2,0.393,2,3.1,5.1,0.5,0.2,0.4,1.4,2.4,German BBL,C
Danko Brankovic,BAY,14,12.6,6.6,2.4,3.9,0.611,0.1,0.2,0.333,1.8,2.5,0.714,1.5,1.5,3,0.4,0.4,0.4,0.4,0.8,German BBL,C
Norris Agbakoko,EWE,16,19.2,6.1,2.4,3.6,0.672,0,0,0,1.3,2.1,0.606,2.1,2.9,5,0.7,0.3,0.5,1.3,2.7,German BBL,C
Sananda Fru,BLB,20,18.6,6.1,2.4,3.6,0.662,0.1,0.6,0.091,1.4,2.2,0.628,1.9,2.1,4,0.6,0.8,1,0.9,2.5,German BBL,C
Jonas Wohlfarth-Bottermann,HAM,17,14.8,5.2,2,3.3,0.607,0,0.1,0,1.2,2.3,0.513,1.8,1.9,3.6,0.8,0.7,0.6,1.6,2.4,German BBL,C
Nicolas Bretzel,RUL,15,11.3,5.1,2.2,3.9,0.559,0.1,0.3,0.4,0.6,0.9,0.692,0.5,1.8,2.3,0.4,0.4,0.5,0.5,1.9,German BBL,C
Kaodirichi Akobundu-Ehiogu,TUB,10,14.2,5.1,2.1,3.1,0.677,0,0.1,0,0.9,1.5,0.6,1.5,2,3.5,0.5,0.3,1.4,0.8,2.8,German BBL,C
Philipp Herkenhoff,RUL,10,12.7,4.7,2.2,3.9,0.564,0.3,1.6,0.188,0,0,0,0.4,1.6,2,0.8,0.5,0.1,0.5,1,German BBL,C
Amar Sylla,BLB,20,18.1,4.2,1.7,3.9,0.442,0.1,0.8,0.067,0.8,1.5,0.517,1.9,2.8,4.7,0.7,0.5,0.5,0.7,1.3,German BBL,C
Benedikt Turudic,TBB,13,13.8,3.5,1.5,2.3,0.633,0,0,0,0.5,0.9,0.583,0.7,1.8,2.5,0.7,0.5,0.1,0.5,2.2,German BBL,C
Ike Udanoh,TBB,9,18.1,3.3,1.3,2.9,0.462,0,0,0,0.7,1.6,0.429,2.4,2,4.4,2.1,1.6,0.1,1.1,2.1,German BBL,C
Philipp Hartwich,GOE,14,9.8,2,0.9,1.1,0.75,0,0,0,0.3,0.4,0.8,0.6,1,1.6,0.2,0.1,0.6,0.6,2.2,German BBL,C
Bryce Cotton,PER,25,37.7,23.2,6.7,17.1,0.39,2.7,8.2,0.332,7.1,8,0.881,0.6,3.5,4.1,4.4,1.5,0.1,1.9,1.4,Australian NBL,PG
Parker Jackson-Cartwright,NZB,25,30.2,19.6,7,14.8,0.474,1.5,4.1,0.363,4,5.5,0.732,0.4,2.6,3,5.8,1.9,0.1,3,3.2,Australian NBL,PG
Jaylen Adams,SYD,26,29.3,19.4,6.3,15,0.422,1.5,5.1,0.295,5.3,6.3,0.835,0.8,2.4,3.2,5.1,1,0.3,2.9,2.1,Australian NBL,PG
Patrick Miller,CRN,23,32.5,18.8,6.8,14.4,0.474,0.4,1.6,0.27,4.7,6.3,0.757,1.3,2.5,3.8,5.8,1.3,0,3.1,2.6,Australian NBL,PG
Trey Kell,ADE,25,29.3,17.1,5.1,12.1,0.419,1.6,5.1,0.307,5.4,6.7,0.798,0.7,4.6,5.2,3.6,1.1,0,2.1,1.9,Australian NBL,PG
Milton Doyle,JACK,25,30.9,16.2,6,14.5,0.416,2,6.4,0.317,2.1,2.6,0.828,0.4,4.1,4.5,4.8,1.2,0.2,2.9,3.1,Australian NBL,PG
Gary Browne,SEM,20,26.2,13.2,4.7,11.7,0.402,1.1,4.1,0.256,2.8,3.9,0.714,1,2.8,3.8,4.6,1.2,0.2,2.3,2.1,Australian NBL,PG
Justin Robinson,ILL,25,27.3,11.8,4.1,10,0.414,1.2,4,0.293,2.4,3.1,0.769,0.5,2.2,2.8,4.2,1,0.3,1.9,2.4,Australian NBL,PG
Ben Ayre,SEM,25,23.6,10.8,3.3,8.3,0.396,1.6,3.9,0.408,2.7,3,0.882,0.3,1.7,2,2.5,0.6,0,1.9,2.7,Australian NBL,PG
Shea Ili,MEL,23,26.6,10.1,3.2,8.7,0.37,0.7,3.1,0.236,2.9,3.9,0.753,0.8,2,2.8,4.1,1.3,0.1,2.1,2.7,Australian NBL,PG
William McDowell-White,NZB,19,23.1,8.7,3.6,7.9,0.457,1.1,2.7,0.385,0.4,0.5,0.7,0.5,2.3,2.8,4.3,0.7,0.3,2.1,2.4,Australian NBL,PG
Sean MacDonald,JACK,26,21.4,7.5,2.7,6,0.452,1.6,3.4,0.466,0.5,0.8,0.667,0.7,1.6,2.3,2.2,0.6,0.1,1,2.1,Australian NBL,PG
Izayah Mauriohooho Le'Afa,NZB,25,24.1,7.2,2.4,6.7,0.351,1.8,5.3,0.346,0.7,0.9,0.773,0.2,1.6,1.8,1.7,1,0.1,0.6,2.4,Australian NBL,PG
Isaac White,BRI,27,12.8,7.2,2.9,6.1,0.473,0.3,1.6,0.209,1.1,1.5,0.707,0.5,1.6,2.1,1.5,0.3,0,0.6,0.8,Australian NBL,PG
Mitchell Norton,BRI,27,22.5,7,2.3,5.7,0.406,0.6,1.8,0.354,1.7,2.4,0.719,0.8,1.5,2.3,2.7,0.8,0,1.3,2.4,Australian NBL,PG
Jason Cadee,ADE,25,17.5,5.5,1.5,4.8,0.308,0.7,2.7,0.25,1.8,2.2,0.821,0.1,1.3,1.4,2,0.4,0,1.1,1,Australian NBL,PG
Shannon Scott,BRI,21,19.7,5.1,1.7,5.1,0.333,0.7,2.3,0.306,1,1.3,0.75,0.3,1.8,2.1,3.4,1.8,0.1,1.3,2,Australian NBL,PG
Mitchell McCarron,ADE,27,18.7,4.7,1.7,4.1,0.405,0.4,1.3,0.353,0.9,1.1,0.862,1,2.6,3.6,1.6,0.7,0.4,0.9,1.9,Australian NBL,PG
Shaun Bruce,SYD,26,18.3,4.4,1.5,4.6,0.333,0.9,3.2,0.289,0.4,0.5,0.846,0.5,1.5,2,2.4,0.3,0.1,1.3,2.4,Australian NBL,PG
Flynn Cameron,MEL,25,10.4,4.2,1.4,3.1,0.449,0.8,1.8,0.455,0.6,0.8,0.667,0.6,1.6,2.2,1,0.4,0,0.3,1.1,Australian NBL,PG
Owen Foxwell,SEM,23,10.5,3.8,1.2,3.7,0.333,0.3,1.4,0.25,1,1.5,0.657,0.3,0.9,1.2,1.1,0.5,0,0.7,0.8,Australian NBL,PG
Biwali Bayles,ILL,18,4.6,2,0.7,2.1,0.324,0.3,0.8,0.357,0.4,0.7,0.538,0.1,0.6,0.6,0.8,0.2,0,0.2,0.5,Australian NBL,PG
Nathan Sobey,BRI,26,30,20.3,6.3,15.7,0.402,1.8,6.5,0.276,5.9,6.8,0.869,0.6,3.8,4.4,2.4,1,0.2,2.3,2.4,Australian NBL,SG
Dejan Vasiljevic,ADE,22,32.2,19.5,6.2,15.6,0.399,2.5,8,0.32,4.5,5,0.9,0.6,3.2,3.8,3.1,0.6,0,2,2.2,Australian NBL,SG
Jordon Crawford,JACK,26,31.2,17.8,6.4,16,0.401,2.6,6.8,0.386,2.3,3,0.792,0.7,2.1,2.8,3.8,1.4,0,2.2,2.1,Australian NBL,SG
Tahjere McCall,CRN,21,31.9,17.3,6.2,13.6,0.455,0.9,2.8,0.322,4,6.1,0.651,1.1,3.6,4.8,5.2,1.9,0.2,3.2,3.4,Australian NBL,SG
Tyler Harvey,ILL,25,27.5,15.2,5.5,14,0.391,2.3,7,0.328,1.9,2.2,0.873,0.5,2.3,2.8,2.5,1,0,1.6,2,Australian NBL,SG
Will Cummings,SEM,12,26.1,14.5,5.4,12.3,0.442,0.7,2.9,0.229,3,3.8,0.8,0.9,2.3,3.3,2.7,1.7,0.1,1.6,3,Australian NBL,SG
Denzel Valentine,SYD,26,25,11.8,4.4,10.2,0.436,2.1,6.2,0.342,0.9,1.1,0.793,1,4.1,5.1,3.9,1.1,0.2,2.3,2.5,Australian NBL,SG
Matt Dellavedova,MEL,19,26.8,11.3,4.2,10.2,0.407,0.9,3.7,0.243,2.1,2.7,0.75,0.7,2.6,3.4,6.2,0.6,0.1,1.8,2.1,Australian NBL,SG
Mantas Rubstavicius,NZB,20,19.4,9.9,3.3,6,0.555,1.4,2.8,0.482,2,2.5,0.796,0.6,1.4,2,1.2,0.9,0.1,1.2,2.2,Australian NBL,SG
Tai Webster,PER,22,23.3,9,3.5,7.9,0.451,0.7,2.5,0.278,1.3,2,0.651,1,2,2.9,2.6,0.8,0.1,1.4,3.1,Australian NBL,SG
Taran Armstrong,CRN,21,21,7.5,2.6,5.6,0.466,0.4,1.5,0.25,1.9,2.7,0.702,0.6,3.4,4,2.7,0.7,0.1,1.4,2.6,Australian NBL,SG
Lat Mayen,CRN,25,17.3,7,2.6,5.1,0.508,1,2.5,0.403,0.8,1,0.792,0.8,2.8,3.6,0.6,0.4,0.1,1.1,2.3,Australian NBL,SG
Corey Webster,PER,15,14.3,6.8,2.9,6.6,0.434,0.9,2.9,0.318,0.1,0.1,1,0.3,1.1,1.5,1.2,0.4,0,0.7,1.7,Australian NBL,SG
Tanner Krebs,MEL,25,15.6,6.7,2.4,5.5,0.438,1.1,3.2,0.342,0.8,1.2,0.7,0.3,1.8,2.1,0.8,0.4,0.2,0.4,1.2,Australian NBL,SG
Angus Glover,SYD,26,15.6,5.3,1.8,4.7,0.393,1.2,3.7,0.333,0.4,0.7,0.647,0.6,1.6,2.2,0.8,0.2,0.1,0.5,2,Australian NBL,SG
Daniel Grida,ILL,10,12.4,5.2,2.1,4.5,0.467,0.4,1.4,0.286,0.6,1,0.6,0.6,1.5,2.1,0.4,0.5,0.1,1,2,Australian NBL,SG
Tom Abercrombie,NZB,25,19.4,4.5,1.6,3.5,0.471,0.7,1.6,0.425,0.6,0.7,0.824,0.4,1.8,2.2,0.7,0.8,0.2,0.5,2,Australian NBL,SG
Sunday Dech,ADE,26,14.8,4.3,1.6,4.7,0.336,0.4,1.7,0.233,0.8,1.2,0.667,0.5,1.4,1.8,1,0.4,0.2,0.6,1.3,Australian NBL,SG
Cameron Gliddon,NZB,18,8.9,4,1.3,2.7,0.469,1.2,2.6,0.478,0.2,0.2,1,0.1,1.2,1.2,0.4,0.2,0.1,0.3,0.5,Australian NBL,SG
Kody Stattmann,SEM,14,11,3.7,1.4,3.4,0.404,0.6,1.6,0.348,0.4,0.5,0.857,0.6,0.6,1.2,0.2,0.3,0.1,0.4,0.6,Australian NBL,SG
Jonah Antonio,CRN,17,10,3.7,1.2,3.2,0.364,1,2.9,0.34,0.4,0.5,0.75,0.6,0.8,1.4,0.3,0.2,0.1,0.2,0.8,Australian NBL,SG
Ben Henshall,PER,13,5.6,3.2,1,2.5,0.406,0.3,1.4,0.222,0.8,0.9,0.917,0.3,0.6,0.9,0.5,0.4,0,0.8,0.5,Australian NBL,SG
William Hickey,ILL,17,8.5,3,1.1,2.3,0.487,0.1,0.3,0.4,0.6,1.2,0.55,0.8,1.2,2.1,0.6,0.4,0.2,0.6,1.4,Australian NBL,SG
A.J. Johnson,ILL,23,8.1,3,1.2,3.3,0.36,0.3,1.2,0.286,0.3,0.6,0.538,0.3,1,1.3,0.7,0.3,0.1,0.6,0.8,Australian NBL,SG
Fabijan Krslovic,JACK,26,10.6,2.8,1,2.8,0.356,0.4,1,0.4,0.4,0.8,0.524,1.1,1.7,2.8,1,0.2,0.1,0.7,1.2,Australian NBL,SG
Michael Harris,PER,23,8.5,2.6,0.7,2.2,0.32,0.3,1.4,0.25,0.8,1.1,0.76,0.5,1,1.6,0.4,0.2,0.1,0.2,0.7,Australian NBL,SG
Junior Madut,JACK,11,7,1.6,0.6,1.6,0.389,0.2,0.7,0.25,0.2,0.2,1,0.5,0.6,1.2,0.5,0.2,0.1,0.4,0.5,Australian NBL,SG
Mitchell Creek,SEM,22,32.2,21.1,7.6,15.1,0.502,1.5,3.4,0.427,4.5,6.4,0.707,1.9,5,6.9,1.8,1,0.3,1.6,2.4,Australian NBL,SF
Chris Goulding,MEL,25,30.7,17.5,5.8,13,0.442,4.2,10.1,0.413,1.8,2.3,0.793,0.1,2.1,2.2,1.8,0.4,0.2,1.2,1.8,Australian NBL,SF
Zylan Cheatham,NZB,14,27.9,15.6,5,10,0.5,1,2.4,0.412,4.6,5.9,0.78,1.7,4.7,6.4,1.1,0.9,0.2,1.7,2.2,Australian NBL,SF
D.J. Hogg,SYD,13,26.8,13.7,4.7,10.8,0.433,1.9,5.8,0.333,2.4,3,0.795,1.5,3.7,5.2,3.4,0.9,1.5,1.7,2.4,Australian NBL,SF
Ian Clark,MEL,19,25,13.1,5,10.4,0.48,2,4.6,0.437,1.1,1.2,0.913,0.4,1.6,1.9,2.1,0.7,0.1,1.5,2.7,Australian NBL,SF
Jordan Usher,PER,25,25.1,12.8,4.8,11.2,0.43,1.2,4.1,0.291,2,2.5,0.81,1.3,2.2,3.5,1.3,0.8,0.1,1.2,2.3,Australian NBL,SF
Chris Smith,BRI,26,21.9,11.1,4,9.5,0.419,1.7,5.2,0.319,1.4,2,0.725,0.5,2.5,3,1,0.6,0.3,1.1,2.7,Australian NBL,SF
Kouat Noi,SYD,22,18.6,10.5,3.6,7.8,0.462,1.3,3.5,0.364,2,2.4,0.865,1.3,3.5,4.8,1,0.5,0.1,1.2,1.4,Australian NBL,SF
Jaylin Galloway,SYD,20,23.1,10.1,3.9,7.4,0.527,1,3,0.322,1.4,2.3,0.587,0.9,2.7,3.6,1.6,1.3,0.3,1.3,1.6,Australian NBL,SF
Finn Delany,NZB,15,24.8,9.7,3.4,7.9,0.429,1.1,3.3,0.347,1.8,2.2,0.818,0.9,2.9,3.8,0.9,0.7,0.2,1.7,2.9,Australian NBL,SF
Sam Waardenburg,CRN,23,26.3,9.3,3.1,7.6,0.411,0.8,3.5,0.235,2.2,2.8,0.797,1,4.4,5.4,1.7,0.4,0.7,1.7,2.3,Australian NBL,SF
Samuel McDaniel,BRI,27,26.9,9.1,3.2,7.1,0.446,0.6,1.9,0.327,2.1,2.9,0.753,1.1,3,4.1,1.3,0.8,0.3,0.7,2.3,Australian NBL,SF
Jonah Bolden,SYD,25,17.7,8.8,3.2,6.5,0.485,1.2,3.2,0.392,1.2,1.9,0.625,2.4,4.1,6.5,1.2,0.7,0.6,1.3,3,Australian NBL,SF
Kristian Doolittle,PER,23,30.3,8.6,3,7.4,0.409,0.7,2.7,0.274,1.8,2,0.872,1.4,5.5,7,2.5,1.1,0.3,1.2,2.3,Australian NBL,SF
Hyunjung Lee,ILL,24,17.3,7.4,2.6,5.7,0.453,1.3,3.3,0.392,0.9,1.3,0.733,0.9,3,3.8,0.8,0.4,0.3,0.9,2.1,Australian NBL,SF
Anthony Drmic,JACK,26,22.7,7.3,2.7,6.3,0.429,1.1,2.8,0.389,0.9,1.1,0.821,1.5,3.4,4.9,1.1,0.7,0.1,0.5,2.3,Australian NBL,SF
Reuben Te Rangi,SEM,24,20.6,6.2,2.1,5.5,0.382,0.8,2.6,0.29,1.3,1.8,0.714,0.7,1.8,2.5,0.8,0.5,0.1,1,1.6,Australian NBL,SF
Matthew Kenyon,SEM,23,24.2,6,2.3,5.3,0.43,0.7,2.3,0.288,0.8,1.2,0.643,1.6,3.7,5.3,0.7,0.7,0,0.7,1.8,Australian NBL,SF
Akoldah Gak,CRN,21,13.2,5.5,2.1,3.5,0.595,0.2,0.6,0.417,1.1,1.6,0.697,1,2.8,3.8,0.5,0.4,0.2,0.5,2.4,Australian NBL,SF
Wani Swaka Lo Buluk,ILL,24,19.8,5.4,2.2,4.3,0.5,0.5,1.5,0.333,0.5,0.8,0.65,0.6,1.6,2.2,1,0.5,0.1,0.3,2.3,Australian NBL,SF
Trentyn Flowers,ADE,18,12.7,5,1.8,4,0.444,0.4,1.1,0.368,1.1,1.7,0.613,0.6,2.3,2.9,0.4,0.3,0.1,1,1.3,Australian NBL,SF
Todd Blanchfield,ILL,22,13.2,5,1.4,3.5,0.408,0.8,2.3,0.34,1.4,1.6,0.886,0.6,1.7,2.3,0.5,0.4,0.1,0.4,1,Australian NBL,SF
Clinton Steindl,JACK,26,12.7,4.7,1.5,3.1,0.494,1.3,2.5,0.53,0.3,0.3,1,0.4,1.2,1.6,0.7,0.2,0.1,0.4,1.3,Australian NBL,SF
Makuach Maluach,SYD,19,9.8,4.4,1.6,2.6,0.612,0.5,0.9,0.588,0.7,0.9,0.824,0.5,1.1,1.5,0.4,0.5,0.2,0.5,0.9,Australian NBL,SF
Alexander Starling,ADE,24,12.1,3.9,1.4,3.3,0.43,0,0.4,0,1.1,1.9,0.578,1.7,2.2,3.9,0.7,0.6,0.4,0.6,1.7,Australian NBL,SF
Luke Rosendale,SEM,12,4.9,3.4,1.2,1.6,0.737,0.8,1.1,0.769,0.3,0.3,0.75,0.1,0.1,0.2,0.2,0.2,0,0.3,1.3,Australian NBL,SF
Nicholas Marshall,ADE,23,12,3.4,1.3,3.4,0.38,0.3,1.2,0.222,0.5,0.8,0.667,0.6,0.9,1.5,1.4,0.5,0.1,0.8,1.4,Australian NBL,SF
Jarred Bairstow,JACK,13,4.3,0.9,0.5,0.8,0.6,0,0.1,0,0,0,0,0.4,0.7,1.1,0.5,0,0,0.2,1,Australian NBL,SF
Brad Newley,MEL,15,2.6,0.9,0.4,0.8,0.5,0,0.1,0,0.1,0.1,0.5,0,0.3,0.3,0.2,0.1,0.1,0.3,0.7,Australian NBL,SF
Zac Triplett,MEL,12,1.8,0,0,0.3,0,0,0.3,0,0,0,0,0.1,0.2,0.3,0.1,0.1,0,0.1,0.3,Australian NBL,SF
Anthony Lamb,NZB,22,30.2,19.5,6.7,13.2,0.507,2.2,6,0.361,3.9,4.8,0.819,0.9,5.1,6,2.8,1.1,0.5,2,2.9,Australian NBL,PF
Jack McVeigh,JACK,26,30.2,16.5,6.3,12,0.521,1.7,4.7,0.369,2.2,2.8,0.792,1.7,3.5,5.2,1.7,0.3,0.4,1.3,1.7,Australian NBL,PF
Gary Clark,ILL,25,30,16.4,6,12.6,0.475,1.4,4.6,0.31,3,4,0.75,1.8,5.4,7.3,2.1,1,0.6,1.8,1.8,Australian NBL,PF
Bul Kuol,CRN,26,30.1,13,4.4,10.4,0.426,2.2,5.3,0.41,2,2.7,0.732,0.6,2.7,3.2,1.7,0.7,0.5,2,3.1,Australian NBL,PF
Luke Travers,MEL,22,26.6,12.3,4.5,8.6,0.521,0.7,2.1,0.34,2.6,3.7,0.695,1.8,5.8,7.6,2,1.1,1,1.3,1.3,Australian NBL,PF
Josh Bannan,BRI,18,28.7,11,4.3,10.3,0.419,0.4,1.6,0.241,1.9,2.6,0.761,2.4,5,7.4,1.6,0.4,0.2,1.3,2.2,Australian NBL,PF
Jake Wiley,ADE,25,25.3,10.7,4.6,8.8,0.523,0.5,1.2,0.387,1,1.4,0.694,1.7,5.4,7.1,2.1,0.6,0.7,2.1,1.5,Australian NBL,PF
Bobi Klintman,CRN,21,21.1,9.7,3.2,7.2,0.45,1.3,3.6,0.36,2,2.4,0.804,0.8,4.1,4.9,0.8,0.9,0.5,1.6,2.7,Australian NBL,PF
Majok Deng,JACK,18,12.4,7.9,2.6,5.3,0.484,0.6,2.1,0.297,2.2,2.9,0.75,0.8,1.8,2.6,0.3,0.2,0.3,0.4,1.2,Australian NBL,PF
Alex Toohey,SYD,26,21.5,7.8,2.7,6.3,0.424,0.6,2.4,0.242,1.9,2.7,0.69,1.2,2.7,4,0.7,0.5,0.5,0.4,1.6,Australian NBL,PF
Samuel Mennenga,CRN,25,17.4,7,2.5,5.2,0.481,0.9,2.5,0.349,1.1,1.8,0.636,1,3.1,4.2,0.7,0.4,0,0.4,1.4,Australian NBL,PF
Jesse Wagstaff,PER,22,17.2,6.7,2.2,4.7,0.471,1.1,2.4,0.453,1.2,1.6,0.743,1.1,2.1,3.2,1.2,0.4,0.1,0.6,2.7,Australian NBL,PF
Craig Moller,SEM,12,22.4,6.2,2.3,5.3,0.422,0.7,2.4,0.276,1,1.7,0.6,2.1,3.2,5.3,0.5,0.8,0.5,1.1,1.7,Australian NBL,PF
Kyrin Galloway,ADE,26,15.3,5.6,1.9,4.5,0.422,0.9,2.8,0.319,0.9,1.1,0.828,0.8,2.6,3.4,0.4,0.3,1,0.8,1.3,Australian NBL,PF
Hyrum Harris,PER,24,14.5,5.1,1.9,3.3,0.59,0.3,0.7,0.412,1,1.3,0.767,1.5,2.3,3.7,1.3,0.5,0.2,0.8,2.4,Australian NBL,PF
D.J. Mitchell,BRI,15,15.3,5,1.9,3.8,0.509,0.9,2,0.433,0.3,0.4,0.667,0.5,2.5,2.9,0.9,0.5,0.3,0.9,2.2,Australian NBL,PF
Josh Roberts,CRN,20,9.6,3.9,1.8,2.6,0.673,0.1,0.1,1,0.4,0.8,0.467,1,1.8,2.8,0.2,0.1,0.7,0.3,1.5,Australian NBL,PF
Kyle Bowen,MEL,25,13.8,3.8,1.4,2.4,0.557,0.4,1.1,0.393,0.7,1,0.68,1.3,2.5,3.8,0.8,0.6,0.2,0.7,1.4,Australian NBL,PF
Tohi Smith-Milner,ADE,14,10.8,3.6,1.1,2.6,0.444,0.4,1.3,0.278,0.9,1.4,0.65,0.3,1.5,1.8,0.9,0.2,0.1,0.5,1.6,Australian NBL,PF
Mason Peatling,ILL,19,12.8,3.3,1.3,2.7,0.462,0.1,0.8,0.133,0.7,1.1,0.619,1.1,1.4,2.5,0.7,0.4,0.3,0.7,1.4,Australian NBL,PF
Rhys Vague,SEM,25,12.1,2.7,0.8,3,0.284,0.6,2,0.32,0.4,0.6,0.714,0.8,1.9,2.7,0.3,0.2,0.4,0.4,1.3,Australian NBL,PF
